SubPartidas Arancelarias,Descripción del producto
902119,los demas aparatos de ortopedia o para fracturas.
902121,dientes artificiales
902129,los demas articulos y aparatos de protesis dental.
902130,los demas articulos y aparatos de protesis.
902131,Prótesis ortopédicas articulares
902139,Artículos y aparatos de prótesis (exc. prótesis dentales y articulares)
902140,"audifonos, con exclusion de las partes y accesorios."
902150,"estimuladores cardiacos, con exclusion de las partes y accesorios."
902190,los demas articulos y aparatos que lleve la propia persona o que se le
902212,aparatos de tomografia computarizados
902213,"los demas, aparatos de rayos x para uso odontologicos"
902214,"los demas, para uso medico, quirurgico o veterinario"
902219,aparatos de rayos x para otros usos.
902221,"aparatos que utilicen radiaciones alfa, beta o gama, para uso medico,"
902229,aparatos que utilicen radiaciones para otros usos.
902230,tubos de rayos x
902290,"los demas, incluidas las partes y accesorios de aparatos que utilicen"
902300,"instrumentos, aparatos y modelos proyectados para demostraciones (por"
902410,maquinas y aparatos para ensayos de metales.
902480,las demas maquinas y aparatos para ensayos
902490,partes y accesorios de maquinas y aparatos para ensayos de propiedades
902511,"termometros sin combinar con otros instrumentos, de liquido, con lectu"
902519,"los demas termometros sin combinar con otros instrumentos, excepto de"
902580,"densimetros, areometros, higrometros e instrumentos analogos"
902590,partes y accesorios de instrumentos flotantes.
902610,instrumentos y aparatos para la medida o control del caudal o del nive
902620,instrumentos y aparatos para la medida o control de la presion
902680,"los demas instrumentos y aparatos para la medida o control caudal, niv"
902690,"instrumentos y aparatos para la medida del caudal, nivel, presion, de"
902710,analizadores de gases o de humos.
902720,cromatografos y aparatos de electroforesis.
902730,"espectrometros, espesctrofotometros y espectrografos que usen radiacio"
902740,exposimetros.
902750,"los demas instrumentos y aparatos que utilicen radiaciones opticas uv,"
902780,"los demas instrumentos y aparatos para ensayo de viscosidad, porosidad"
902790,microtomos; partes y accesorios
902810,contadores de gases.
902820,contadores de liquidos.
902830,contadores de electricidad.
902890,"contadores de gases, liquidos y electricidad, partes y accesorios de"
902910,"cuentarrevoluciones, contadores de produccion, taximetros, cuentakilom"
902920,velocimetros y tacometros; estroboscopios.
902990,"partes y accesorios de contadores, velocimetros y tacometros, estrobos"
903010,instrumentos y aparatos para la medida o deteccion de radiaciones ioni
903020,osciloscopios y oscilografos catodicos
903031,multimetros.
903032,"Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o cont"
903033,"Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o cont"
903039,"instrumentos y aparatos para la medida o control de la tension, intens"
903040,"los demas instrumentos y aparatos, especialmente concebidos para las t"
903082,los demas instrumentos y aparatos para medida o control de obleas o di
903083,los demas instrumentos de telecomunicacion con dispositivo registrador
903084,"Osciloscopios, analizadores de espectro y demás instrumentos y aparatos para medida o cont"
903089,los demas instrumentos y aparatos para la medida o control de magnitud
903090,"osciloscopios, analizadores de espectro, y aparatos para la deteccion"
903110,maquinas para equilibrar piezas mecanicas.
903120,bancos de pruebas
903130,proyectores de perfiles.
903141,los demas instrumentos y aparatos opticos para control de obleas.
903149,los demas instrumentos y aparatos opticos
903180,"los demas instrumentos, aparatos y maquinas"
903190,"partes y accesorios de instrumentos, aparatos y maquinas de medida o c"
903210,termostatos de cocinas
903220,manostatos (presostatos).
903281,"los demas instrumentos y aparatos automaticos, hidraulicos y neumatico"
903289,los demas instrumentos y aparatos automaticos p. la regulacion y el co
903290,partes y accesorios de los demas instrumentos y aparatos
903300,"partes y accesorios, no expresados ni comprendidos en otra parte de es"
910111,"relojes pulsera, de pilas, con indicador mecanico, caja metal precioso"
910112,"relojes de pulsera, de pilas, con indicador optoelectronico y caja met"
910119,"los demas relojes de pulsera, de pilas o acumulador, caja metal precio"
910121,"los demas relojes de pulsera, con contador de tiempo, automaticos."
910129,"los demas relojes de pulsera, con caja metales preciosos o chapados."
910191,"relojes de bolsillo y similares, de pilas o de acumulador."
910199,"relojes bolsillo y similar, con caja metales precioso o de chapados."
910211,"relojes pulsera, de pilas, con indicador mecanico solamente."
910212,"relojes de pulsera, de pilas, con indicador optoelectronico solamente."
910219,"los demas relojes de pulsera, de pilas o de acumulador."
910221,"los demas relojes de pulsera, automaticos, incluso con contador de tie"
910229,"los demas relojes de pulsera, excepto automaticos."
910291,"relojes de bolsillo o similares, de pilas o de acumuladores."
910299,"los demas relojes de bolsillo y similares, excepto de pilas o acumulad"
910310,"despertadores y demas relojes con pequeno mecanismo de relojeria, de p"
910390,los demas despertadores y relojes con pequeno mecanismo de relojeria.
910400,relojes de tablero de instrumentos y relojes similares para automovile
910511,"despertadores, de pila, de acumulador o con conexion a la red electric"
910519,"los demas relojes despertadores, excepto los que lleven pequeno mecani"
910521,"relojes de pendulo y de pared , de pila, de acumulador o con conexion"
910529,"los demas relojes de pendulo y de pared, excepto con pequeno mecanismo"
910591,"los demas relojes, de pilas, acumulador o conexion de red electrica, e"
910599,"los demas relojes, excepto los que lleven pequeno mecanismo."
910610,"registradores de asistencia; fechadores y contadores, con mecanismo re"
910620,parquimetros.
910690,"los demas aparatos de control de tiempo y contadores de tiempo,mecanis"
910700,interruptores horarios y demas aparatos que permitan accionar un dispo
910811,"pequenos mecanismo relojeria,completos y montados,de pilas o de acumul"
910812,"pequeno mecanismo relojeria,completos montados,de pilas o de acumulado"
910819,"los demas pequenos mecanismos de relojeria, completos,montados,de pila"
910820,"pequenos mecanismos de relojeria,completos y montados, automaticos."
910890,"Pequeños mecanismos de relojería completos y montados, manuales"
910891,"los demas pequenos mecanismos relojeria,completos y montados,de 33,8mm"
910899,"los demas pequenos mecanismos de relojeria,completos y montados."
910911,"mecanismos de relojeria, completos y montados,de pilas, de acumulador"
910919,"los demas mecanismos de relojeria, completos,montados,de pilas, de acu"
910990,"los demas mecanismos de relojeria,completos y montados,excep.pequenos"
911011,"pequenos mecanismos completos,sin montar o parcialmente montados (chab"
911012,"pequenos mecanismos de relojeria, incompletos, montados."
911019,pequenos mecanismos relojeria en blanco (ebauches).
911090,"los demas mecanismos de relojeria completos,sin montar o parcialmente"
911110,"cajas de relojes, de metales preciosos o chapados de metales preciosos"
911120,"cajas de relojes, de metales comunes, incluso dorados y plateados."
911180,las demas cajas de relojes.
911190,partes de cajas de relojes.
911210,cajas y similares de metal
911220,"Cajas y envolturas similares para aparatos de relojería (exc. para relojes de pulsera, bol"
911280,las demas cajas y similares para aparatos de relojeria.
911290,partes de cajas y similares para aparatos de relojeria.
911310,"pulsera para relojes y sus partes,de metales preciosos o de chapados d"
911320,"pulsera para relojes y sus partes,de metales comunes,incluso doradas o"
911390,las demas pulseras para relojes y sus partes.
911410,"muelles, incluidas las espirales, de relojeria."
911420,"piedras, de relojeria."
911430,"esferas o cuadrantes, de relojeria."
911440,"platinas y puentes, de relojeria."
911490,las demas partes de relojeria.
920110,pianos verticales.
920120,pianos de cola.
920190,clavicordios y demas instrumentos de cuerda con teclado.
920210,"los demas instrumentos musicales de cuerda, de arco."
920290,"los demas instrumentos musicales de cuerda, excepto de arco."
920300,organos de tubos y teclados; armonios e instrumentos similares de tecl
920410,acordeones e instrumentos similares.
920420,armonicas.
920510,instrumentos llamados metales.
920590,"los demas instrumentos musicales de viento, excepto los llamados metal"
920600,"instrumentos musicales de percusion ; tambores, cajas, xilofonos, plat"
920710,"instrumentos musicales de teclado, excepto los acordeones,sonido elect"
920790,los demas instrumentos musicales en los que el sonido se produzca elec
920810,cajas de musica.
920890,"instrumentos musicales (incluye orquestriones, organillos, pajaros can"
920910,metronomos y diapasones.
920920,mecanismos de cajas de musica.
920930,cuerdas armonicas.
920991,partes y accesorios de pianos.
920992,partes y accesorios de los instrumentos de musica de la pda. 92.02.
920993,partes y accesorios de los instrumentos de musica de la pda. 92.03.
920994,partes y accesorios de los instrumentos de musica de la pda.92.07.
920999,las demas partes y accesorios de instrumentos de musica.
930100,"armas de guerra, excepto los revolveres, pistolas y armas blancas."
930111,"Cañones, obuses, morteros y demás piezas de artillería, autopropulsadas"
930119,"Cañones, obuses, morteros y demás piezas de artillería, no autopropulsadas"
930120,Lanzacohetes; lanzallamas; lanzagranadas; lanzatorpedos y lanzadores similares
930190,"Armas de guerra, incl. pistolas ametralladoras (exc. cañones, obuses morteros y demás piez"
930200,"revolveres y pistolas, excepto los de las partidas 93.03 o 93.04."
930310,armas de avancarga.
930320,"las demas escopetas y rifles de caza o de tiro deportivo, que tengan,"
930330,las demas escopetas y rifles de caza o de tiro deportivo.
930390,las demas armas de fuego y artefactos similares.
930400,"las demas armas (por ejemplo: fusiles, rifles y pistolas, de muelle, d"
930510,partes y accesorios de revolveres o de pistolas.
930521,"partes escopetas o rifles caza de la partida 93.03, canones de anima"
930529,las demas partes y accesorios de escopetas o rifles de caza de pda.93.
930590,las demas partes y accesorios de los articulos pda. 93.01. a 93.04.
930591,"Partes y accesorios de armas de guerra de la partida 9301, n.c.o.p."
930599,"Partes y accesorios de armas y artefactos similares de las partidas 9303 y 9304, n.c.o.p."
930610,cartuchos para pistolas de remachar o para pistolas de matarife y sus
930621,cartuchos para escopetas o rifles con cañon de anima lisa y sus partes
